# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	148983	150023	+	WP_114525494.1	WP_114525494.1		peptidylprolyl isomerase			EGCR1_RS14700	1041	346	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	150421	150846	+							EGCR1_RS14705	426		old_locus_tag=EGCR1_14710
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	150421	150846	+	WP_114525495.1	WP_114525495.1		DUF6323 family protein			EGCR1_RS14705	426	141	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	150848	152038	+							EGCR1_RS14710	1191		old_locus_tag=EGCR1_14715
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	150848	152038	+	WP_114525496.1	WP_114525496.1		DUF6179 domain-containing protein			EGCR1_RS14710	1191	396	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	152268	153146	+							EGCR1_RS14715	879		old_locus_tag=EGCR1_14720
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	152268	153146	+	WP_114525497.1	WP_114525497.1		sortase			EGCR1_RS14715	879	292	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	153193	154743	-							EGCR1_RS14720	1551		old_locus_tag=EGCR1_14725
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	153193	154743	-	WP_010779283.1	WP_010779283.1		helix-turn-helix domain-containing protein			EGCR1_RS14720	1551	516	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	154929	156302	+							EGCR1_RS14725	1374		old_locus_tag=EGCR1_14730
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	154929	156302	+	WP_114525498.1	WP_114525498.1		M24 family metallopeptidase			EGCR1_RS14725	1374	457	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	156406	157302	+							EGCR1_RS14730	897		old_locus_tag=EGCR1_14735
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	156406	157302	+	WP_114525499.1	WP_114525499.1		YafY family transcriptional regulator			EGCR1_RS14730	897	298	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	157354	157770	+							EGCR1_RS14735	417		old_locus_tag=EGCR1_14740
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	157354	157770	+	WP_114525500.1	WP_114525500.1		DUF3788 family protein			EGCR1_RS14735	417	138	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	157921	158484	+							EGCR1_RS14740	564		old_locus_tag=EGCR1_14745
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	157921	158484	+	WP_114525501.1	WP_114525501.1		adenylyltransferase/cytidyltransferase family protein			EGCR1_RS14740	564	187	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	158488	160431	+							EGCR1_RS14745	1944		old_locus_tag=EGCR1_14750
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	158488	160431	+	WP_114525502.1	WP_114525502.1		hypothetical protein			EGCR1_RS14745	1944	647	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	161478	162620	+					xerS		EGCR1_RS14750	1143		old_locus_tag=EGCR1_14755
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	161478	162620	+	WP_114525503.1	WP_114525503.1		tyrosine recombinase XerS	xerS		EGCR1_RS14750	1143	380	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	162660	163106	-							EGCR1_RS14755	447		old_locus_tag=EGCR1_14760
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	162660	163106	-	WP_114525504.1	WP_114525504.1		Spx/MgsR family RNA polymerase-binding regulatory protein			EGCR1_RS14755	447	148	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	163199	164704	-							EGCR1_RS14760	1506		old_locus_tag=EGCR1_14765
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	163199	164704	-	WP_114525505.1	WP_114525505.1		helix-turn-helix domain-containing protein			EGCR1_RS14760	1506	501	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	164781	165590	-							EGCR1_RS14765	810		old_locus_tag=EGCR1_14770
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	164781	165590	-	WP_114526025.1	WP_114526025.1		metallophosphoesterase			EGCR1_RS14765	810	269	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	165596	165733	-							EGCR1_RS19300	138		
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	165596	165733	-	WP_162787371.1	WP_162787371.1		hypothetical protein			EGCR1_RS19300	138	45	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	165903	167210	-							EGCR1_RS14770	1308		old_locus_tag=EGCR1_14775
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	165903	167210	-	WP_114526026.1	WP_114526026.1		HAMP domain-containing histidine kinase			EGCR1_RS14770	1308	435	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	167191	167838	-							EGCR1_RS14775	648		old_locus_tag=EGCR1_14780
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	167191	167838	-	WP_114525506.1	WP_114525506.1		response regulator transcription factor			EGCR1_RS14775	648	215	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	168020	168601	-							EGCR1_RS14780	582		old_locus_tag=EGCR1_14785
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	168020	168601	-	WP_114525507.1	WP_114525507.1		sugar O-acetyltransferase			EGCR1_RS14780	582	193	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	168594	169784	-							EGCR1_RS14785	1191		old_locus_tag=EGCR1_14790
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	168594	169784	-	WP_114525508.1	WP_114525508.1		MFS transporter			EGCR1_RS14785	1191	396	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	169774	171996	-							EGCR1_RS14790	2223		old_locus_tag=EGCR1_14795
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	169774	171996	-	WP_114525509.1	WP_114525509.1		alpha-galactosidase			EGCR1_RS14790	2223	740	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	172105	173124	-							EGCR1_RS14795	1020		old_locus_tag=EGCR1_14800
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	172105	173124	-	WP_010779264.1	WP_010779264.1		LacI family DNA-binding transcriptional regulator			EGCR1_RS14795	1020	339	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	173264	174019	-							EGCR1_RS14800	756		old_locus_tag=EGCR1_14805
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	173264	174019	-	WP_114525510.1	WP_114525510.1		alpha/beta hydrolase			EGCR1_RS14800	756	251	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	174270	174668	+							EGCR1_RS14805	399		old_locus_tag=EGCR1_14810
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	174270	174668	+	WP_010779262.1	WP_010779262.1		helix-turn-helix domain-containing protein			EGCR1_RS14805	399	132	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	174681	175007	+							EGCR1_RS14810	327		old_locus_tag=EGCR1_14815
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	174681	175007	+	WP_114525511.1	WP_114525511.1		hypothetical protein			EGCR1_RS14810	327	108	
gene	pseudogene	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	175039	176060	-							EGCR1_RS14815	1022		pseudo;old_locus_tag=EGCR1_14820
CDS	without_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	175039	176060	-				methylated-DNA--[protein]-cysteine S-methyltransferase			EGCR1_RS14815	1022		pseudo
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	176274	177383	+					xerS		EGCR1_RS14820	1110		old_locus_tag=EGCR1_14825
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	176274	177383	+	WP_010779259.1	WP_010779259.1		tyrosine recombinase XerS	xerS		EGCR1_RS14820	1110	369	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	177452	179926	-							EGCR1_RS14825	2475		old_locus_tag=EGCR1_14830
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	177452	179926	-	WP_114525512.1	WP_114525512.1		LuxR C-terminal-related transcriptional regulator			EGCR1_RS14825	2475	824	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	180083	182896	-							EGCR1_RS14830	2814		old_locus_tag=EGCR1_14835
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	180083	182896	-	WP_114525513.1	WP_114525513.1		leucine-rich repeat protein			EGCR1_RS14830	2814	937	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	183734	184429	-							EGCR1_RS14835	696		old_locus_tag=EGCR1_14840
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	183734	184429	-	WP_114525514.1	WP_114525514.1		DUF4767 domain-containing protein			EGCR1_RS14835	696	231	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	184636	185352	-							EGCR1_RS14840	717		old_locus_tag=EGCR1_14845
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	184636	185352	-	WP_114525515.1	WP_114525515.1		alpha/beta hydrolase			EGCR1_RS14840	717	238	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	185703	187334	+							EGCR1_RS14845	1632		old_locus_tag=EGCR1_14850
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	185703	187334	+	WP_114525516.1	WP_114525516.1		NAD-dependent malic enzyme			EGCR1_RS14845	1632	543	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	187479	188801	+							EGCR1_RS14850	1323		old_locus_tag=EGCR1_14855
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	187479	188801	+	WP_114525517.1	WP_114525517.1		2-hydroxycarboxylate transporter family protein			EGCR1_RS14850	1323	440	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	188942	189391	-							EGCR1_RS14855	450		old_locus_tag=EGCR1_14860
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	188942	189391	-	WP_010779251.1	WP_010779251.1		GNAT family N-acetyltransferase			EGCR1_RS14855	450	149	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	189502	190773	-					kynU		EGCR1_RS14860	1272		old_locus_tag=EGCR1_14865
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	189502	190773	-	WP_205242228.1	WP_205242228.1		kynureninase	kynU		EGCR1_RS14860	1272	423	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	190985	191422	+							EGCR1_RS14865	438		old_locus_tag=EGCR1_14870
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	190985	191422	+	WP_114525519.1	WP_114525519.1		Lrp/AsnC family transcriptional regulator			EGCR1_RS14865	438	145	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	191497	193032	-							EGCR1_RS14870	1536		old_locus_tag=EGCR1_14875
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	191497	193032	-	WP_114525520.1	WP_114525520.1		MFS transporter			EGCR1_RS14870	1536	511	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	193048	193611	-							EGCR1_RS14875	564		old_locus_tag=EGCR1_14880
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	193048	193611	-	WP_114525521.1	WP_114525521.1		PadR family transcriptional regulator			EGCR1_RS14875	564	187	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	193783	195267	-							EGCR1_RS14880	1485		old_locus_tag=EGCR1_14885
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	193783	195267	-	WP_114525522.1	WP_114525522.1		HAMP domain-containing histidine kinase			EGCR1_RS14880	1485	494	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	195473	196216	-					pnuC		EGCR1_RS14885	744		old_locus_tag=EGCR1_14890
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	195473	196216	-	WP_114525523.1	WP_114525523.1		nicotinamide riboside transporter PnuC	pnuC		EGCR1_RS14885	744	247	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	196271	196978	-							EGCR1_RS14890	708		old_locus_tag=EGCR1_14895
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	196271	196978	-	WP_010779244.1	WP_010779244.1		deoxynucleoside kinase			EGCR1_RS14890	708	235	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197189	197398	-							EGCR1_RS14895	210		old_locus_tag=EGCR1_14900
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197189	197398	-	WP_010779243.1	WP_010779243.1		hypothetical protein			EGCR1_RS14895	210	69	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197411	197983	-							EGCR1_RS14900	573		old_locus_tag=EGCR1_14905
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197411	197983	-	WP_114525524.1	WP_114525524.1		hypothetical protein			EGCR1_RS14900	573	190	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197997	198416	-							EGCR1_RS14905	420		old_locus_tag=EGCR1_14910
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	197997	198416	-	WP_114525525.1	WP_114525525.1		MarR family transcriptional regulator			EGCR1_RS14905	420	139	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	198550	199917	+							EGCR1_RS14910	1368		old_locus_tag=EGCR1_14915
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	198550	199917	+	WP_114525526.1	WP_114525526.1		MFS transporter			EGCR1_RS14910	1368	455	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	200019	200387	-							EGCR1_RS14915	369		old_locus_tag=EGCR1_14920
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	200019	200387	-	WP_010779239.1	WP_010779239.1		PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM			EGCR1_RS14915	369	122	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	200380	200958	-					dhaL		EGCR1_RS14920	579		old_locus_tag=EGCR1_14925
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	200380	200958	-	WP_010779238.1	WP_010779238.1		dihydroxyacetone kinase subunit L	dhaL		EGCR1_RS14920	579	192	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	201027	202010	-					dhaK		EGCR1_RS14925	984		old_locus_tag=EGCR1_14930
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	201027	202010	-	WP_114526027.1	WP_114526027.1		dihydroxyacetone kinase subunit DhaK	dhaK		EGCR1_RS14925	984	327	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	202165	202887	-							EGCR1_RS14930	723		old_locus_tag=EGCR1_14935
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	202165	202887	-	WP_010779236.1	WP_010779236.1		aquaporin family protein			EGCR1_RS14930	723	240	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	202960	204468	-					glpK		EGCR1_RS14935	1509		old_locus_tag=EGCR1_14940
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	202960	204468	-	WP_086304907.1	WP_086304907.1		glycerol kinase GlpK	glpK		EGCR1_RS14935	1509	502	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	204493	206268	-					glpO		EGCR1_RS14940	1776		old_locus_tag=EGCR1_14945
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	204493	206268	-	WP_240318450.1	WP_240318450.1		type 1 glycerol-3-phosphate oxidase	glpO		EGCR1_RS14940	1776	591	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	206784	208580	-					cadA		EGCR1_RS14945	1797		old_locus_tag=EGCR1_14950
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	206784	208580	-	WP_114525528.1	WP_114525528.1		cadmium-translocating P-type ATPase	cadA		EGCR1_RS14945	1797	598	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	208807	209922	-							EGCR1_RS19305	1116		
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	208807	209922	-	WP_162787372.1	WP_162787372.1		hypothetical protein			EGCR1_RS19305	1116	371	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	210092	210784	-							EGCR1_RS14965	693		old_locus_tag=EGCR1_14970
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	210092	210784	-	WP_114525532.1	WP_114525532.1		response regulator transcription factor			EGCR1_RS14965	693	230	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	210794	213361	-							EGCR1_RS14970	2568		old_locus_tag=EGCR1_14975
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	210794	213361	-	WP_114525533.1	WP_114525533.1		sensor histidine kinase KdpD			EGCR1_RS14970	2568	855	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	213433	213957	-							EGCR1_RS14975	525		old_locus_tag=EGCR1_14980
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	213433	213957	-	WP_114525534.1	WP_114525534.1		potassium-transporting ATPase subunit C			EGCR1_RS14975	525	174	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	213974	216004	-					kdpB		EGCR1_RS14980	2031		old_locus_tag=EGCR1_14985
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	213974	216004	-	WP_114525535.1	WP_114525535.1		potassium-transporting ATPase subunit KdpB	kdpB		EGCR1_RS14980	2031	676	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	216020	217696	-					kdpA		EGCR1_RS14985	1677		old_locus_tag=EGCR1_14990
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	216020	217696	-	WP_114525536.1	WP_114525536.1		potassium-transporting ATPase subunit KdpA	kdpA		EGCR1_RS14985	1677	558	
gene	pseudogene	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	217981	219226	-							EGCR1_RS14995	1246		pseudo;old_locus_tag=EGCR1_15000
CDS	without_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	217981	219226	-				MFS transporter			EGCR1_RS14995	1246		pseudo
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	219328	220098	-							EGCR1_RS15000	771		old_locus_tag=EGCR1_15005
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	219328	220098	-	WP_114525538.1	WP_114525538.1		Cof-type HAD-IIB family hydrolase			EGCR1_RS15000	771	256	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	220355	221125	-							EGCR1_RS15005	771		old_locus_tag=EGCR1_15010
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	220355	221125	-	WP_240318451.1	WP_240318451.1		Cof-type HAD-IIB family hydrolase			EGCR1_RS15005	771	256	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	221237	227227	-							EGCR1_RS15010	5991		old_locus_tag=EGCR1_15015
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	221237	227227	-	WP_240318452.1	WP_240318452.1		Ig-like domain-containing protein			EGCR1_RS15010	5991	1996	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227255	227428	-							EGCR1_RS19600	174		
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227255	227428	-	WP_240318453.1	WP_240318453.1		hypothetical protein			EGCR1_RS19600	174	57	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227403	227549	-							EGCR1_RS19310	147		
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227403	227549	-	WP_162787373.1	WP_162787373.1		hypothetical protein			EGCR1_RS19310	147	48	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227539	229071	-							EGCR1_RS15015	1533		old_locus_tag=EGCR1_15020
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	227539	229071	-	WP_114525540.1	WP_114525540.1		helix-turn-helix domain-containing protein			EGCR1_RS15015	1533	510	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	229385	229783	-							EGCR1_RS15025	399		old_locus_tag=EGCR1_15030
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	229385	229783	-	WP_114525542.1	WP_114525542.1		VOC family protein			EGCR1_RS15025	399	132	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	229940	230728	-							EGCR1_RS15030	789		old_locus_tag=EGCR1_15035
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	229940	230728	-	WP_162787374.1	WP_162787374.1		CPBP family intramembrane metalloprotease			EGCR1_RS15030	789	262	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	230892	232976	-							EGCR1_RS15035	2085		old_locus_tag=EGCR1_15040
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	230892	232976	-	WP_114525544.1	WP_114525544.1		BglG family transcription antiterminator			EGCR1_RS15035	2085	694	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	232998	233627	-							EGCR1_RS15040	630		old_locus_tag=EGCR1_15045
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	232998	233627	-	WP_010779218.1	WP_010779218.1		bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase			EGCR1_RS15040	630	209	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	233624	234523	-					dapA		EGCR1_RS15045	900		old_locus_tag=EGCR1_15050
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	233624	234523	-	WP_114525545.1	WP_114525545.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA		EGCR1_RS15045	900	299	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	234520	235143	-							EGCR1_RS15050	624		old_locus_tag=EGCR1_15055
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	234520	235143	-	WP_114525546.1	WP_114525546.1		SIS domain-containing protein			EGCR1_RS15050	624	207	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	235206	236468	-							EGCR1_RS15055	1263		old_locus_tag=EGCR1_15060
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	235206	236468	-	WP_010779215.1	WP_010779215.1		PTS transporter subunit IIC			EGCR1_RS15055	1263	420	
gene	protein_coding	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	236495	236779	-							EGCR1_RS15060	285		old_locus_tag=EGCR1_15065
CDS	with_protein	GCF_003343305.1	Primary Assembly	plasmid	pCR1A	NZ_CP030933.1	236495	236779	-	WP_010779214.1	WP_010779214.1		PTS sugar transporter subunit IIB			EGCR1_RS15060	285	94	
